customer_id,email,first_name,last_name,signup_date,country,gender,birth_year,loyalty_tier
C00103,jamie.martin103@example.com,Jamie,Martin,2024-09-16,India,M,1993,Bronze
C00104,avery.johnson104@example.com,Avery,Johnson,2024-09-21,United Kingdom,F,1972,Silver
C00105,robin.garcia105@example.com,Robin,Garcia,2023-09-07,Brazil,F,1971,Bronze
C00106,sam.martin106@example.com,Sam,Martin,2025-03-28,United Kingdom,F,1978,Bronze
C00107,avery.khan107@example.com,Avery,Khan,2024-09-21,Brazil,Other,1998,Bronze
C00108,jamie.garcia108@example.com,Jamie,Garcia,2022-07-07,United States,Other,1999,Bronze
C00109,drew.lopez109@example.com,Drew,Lopez,2025-01-26,Canada,M,1957,Silver
C00110,chris.khan110@example.com,Chris,Khan,2024-03-15,United States,Other,1997,Bronze
C00111,jamie.lee111@example.com,Jamie,Lee,2024-07-24,United States,M,1980,Silver
C00112,cameron.johnson112@example.com,Cameron,Johnson,2022-07-02,United Kingdom,F,1977,Bronze
C00113,sam.brown113@example.com,Sam,Brown,2022-12-30,France,F,1993,Gold
C00114,sam.nguyen114@example.com,Sam,Nguyen,2023-05-12,Brazil,Other,1958,Bronze
C00115,chris.khan115@example.com,Chris,Khan,2024-09-08,Germany,F,1979,Bronze
C00116,jamie.brown116@example.com,Jamie,Brown,2023-12-23,India,M,1987,Bronze
C00117,blake.patel117@example.com,Blake,Patel,2022-01-16,India,M,1999,Gold
C00118,chris.kumar118@example.com,Chris,Kumar,2025-02-05,Brazil,Other,1956,Bronze
C00119,chris.chen119@example.com,Chris,Chen,2022-11-07,United States,Other,1989,Silver
C00120,riley.nguyen120@example.com,Riley,Nguyen,2025-04-08,India,Other,1988,Bronze
C00121,jamie.martin121@example.com,Jamie,Martin,2023-02-18,United Kingdom,F,1967,Silver
C00122,jamie.martin122@example.com,Jamie,Martin,2025-03-10,Brazil,M,1972,Platinum
C00123,riley.garcia123@example.com,Riley,Garcia,2024-11-28,United States,M,2000,Silver
C00124,pat.singh124@example.com,Pat,Singh,2022-01-29,India,F,2003,Gold
C00125,morgan.nguyen125@example.com,Morgan,Nguyen,2023-04-22,Brazil,M,1998,Silver
C00126,jamie.smith126@example.com,Jamie,Smith,2023-11-28,United States,F,1970,Gold
C00127,avery.lee127@example.com,Avery,Lee,2025-06-16,Brazil,Other,1964,Bronze
C00128,blake.lopez128@example.com,Blake,Lopez,2024-07-14,United States,Other,1979,Bronze
C00129,jordan.lee129@example.com,Jordan,Lee,2022-12-06,India,F,1959,Gold
C00130,riley.singh130@example.com,Riley,Singh,2023-07-31,India,F,1984,Bronze
C00131,avery.nguyen131@example.com,Avery,Nguyen,2022-01-03,Brazil,F,1999,Bronze
C00132,robin.singh132@example.com,Robin,Singh,2025-03-11,France,Other,1984,Bronze
C00133,alex.patel133@example.com,Alex,Patel,2022-11-20,United States,F,1972,Silver
C00134,taylor.singh134@example.com,Taylor,Singh,2022-10-20,United States,Other,1979,Platinum
C00135,cameron.chen135@example.com,Cameron,Chen,2023-03-08,United States,F,1955,Bronze
C00136,blake.smith136@example.com,Blake,Smith,2024-08-06,United States,F,2000,Silver
C00137,pat.martin137@example.com,Pat,Martin,2023-08-08,India,F,1969,Bronze
C00138,riley.nguyen138@example.com,Riley,Nguyen,2024-03-27,Brazil,M,1978,Bronze
C00139,riley.chen139@example.com,Riley,Chen,2024-08-21,India,F,1966,Silver
C00140,blake.patel140@example.com,Blake,Patel,2022-07-06,United States,F,1991,Bronze
C00141,jamie.wilson141@example.com,Jamie,Wilson,2022-03-02,Australia,F,1991,Gold
C00142,blake.wilson142@example.com,Blake,Wilson,2024-07-27,Australia,F,1960,Bronze
C00143,pat.patel143@example.com,Pat,Patel,2024-03-17,United Kingdom,Other,2000,Gold
C00144,chris.lopez144@example.com,Chris,Lopez,2022-01-11,Brazil,F,1967,Bronze
C00145,avery.lopez145@example.com,Avery,Lopez,2022-08-14,United States,F,1979,Bronze
C00146,riley.wilson146@example.com,Riley,Wilson,2023-07-18,France,Other,1958,Bronze
C00147,morgan.wilson147@example.com,Morgan,Wilson,2025-08-26,United States,Other,1999,Gold
C00148,alex.patel148@example.com,Alex,Patel,2025-02-04,Germany,F,1988,Silver
C00149,drew.kumar149@example.com,Drew,Kumar,2024-04-04,United States,M,1980,Silver
C00150,robin.brown150@example.com,Robin,Brown,2024-07-25,Canada,Other,2003,Silver
C00151,drew.nguyen151@example.com,Drew,Nguyen,2023-05-21,Australia,M,1957,Bronze
C00152,blake.nguyen152@example.com,Blake,Nguyen,2022-02-23,Australia,F,2001,Bronze
C00153,alex.patel153@example.com,Alex,Patel,2023-12-28,United Kingdom,F,2003,Bronze
C00154,pat.singh154@example.com,Pat,Singh,2025-01-27,India,Other,1974,Bronze
C00155,blake.martin155@example.com,Blake,Martin,2023-02-23,India,M,2004,Gold
C00156,chris.chen156@example.com,Chris,Chen,2024-04-29,France,F,1971,Gold
C00157,cameron.chen157@example.com,Cameron,Chen,2022-08-04,United Kingdom,M,1957,Bronze
C00158,jordan.kumar158@example.com,Jordan,Kumar,2022-06-09,France,Other,1989,Gold
C00159,robin.garcia159@example.com,Robin,Garcia,2024-02-20,France,F,2001,Silver
C00160,sam.kumar160@example.com,Sam,Kumar,2025-01-17,India,M,1963,Bronze
C00161,jamie.martin161@example.com,Jamie,Martin,2023-08-03,Australia,Other,1968,Silver
C00162,morgan.chen162@example.com,Morgan,Chen,2025-07-14,Australia,Other,1995,Bronze
C00163,taylor.lopez163@example.com,Taylor,Lopez,2024-08-09,United States,Other,1957,Gold
C00164,pat.patel164@example.com,Pat,Patel,2023-09-27,United States,F,1982,Bronze
C00165,blake.singh165@example.com,Blake,Singh,2025-05-03,United Kingdom,M,1979,Bronze
C00166,alex.smith166@example.com,Alex,Smith,2024-01-08,United Kingdom,M,1966,Bronze
C00167,taylor.khan167@example.com,Taylor,Khan,2022-06-19,United States,Other,1963,Bronze
C00168,cameron.singh168@example.com,Cameron,Singh,2022-02-09,France,Other,1979,Bronze
C00169,cameron.johnson169@example.com,Cameron,Johnson,2025-07-08,France,F,1965,Silver
C00170,riley.garcia170@example.com,Riley,Garcia,2024-08-12,France,Other,1988,Bronze
C00171,pat.brown171@example.com,Pat,Brown,2024-09-10,India,F,1969,Gold
C00172,sam.nguyen172@example.com,Sam,Nguyen,2022-02-07,United Kingdom,Other,1962,Gold
C00173,pat.smith173@example.com,Pat,Smith,2025-06-28,India,M,1959,Bronze
C00174,avery.chen174@example.com,Avery,Chen,2025-04-14,India,Other,1980,Silver
C00175,robin.patel175@example.com,Robin,Patel,2024-07-02,France,F,1960,Bronze
C00176,taylor.johnson176@example.com,Taylor,Johnson,2022-02-06,Brazil,Other,2002,Bronze
C00177,taylor.patel177@example.com,Taylor,Patel,2024-08-30,United States,F,1982,Gold
C00178,drew.johnson178@example.com,Drew,Johnson,2024-08-30,Brazil,F,1971,Bronze
C00179,avery.johnson179@example.com,Avery,Johnson,2025-02-11,France,M,1994,Bronze
C00180,sam.nguyen180@example.com,Sam,Nguyen,2025-08-17,Brazil,F,1986,Bronze
C00181,drew.kumar181@example.com,Drew,Kumar,2022-11-14,United States,M,1983,Bronze
C00182,chris.smith182@example.com,Chris,Smith,2022-04-25,United States,M,1957,Bronze
C00183,cameron.lee183@example.com,Cameron,Lee,2024-11-29,India,Other,1988,Silver
C00184,riley.lee184@example.com,Riley,Lee,2022-02-09,India,Other,1981,Bronze
C00185,alex.singh185@example.com,Alex,Singh,2025-08-05,Brazil,Other,1960,Gold
C00186,chris.lopez186@example.com,Chris,Lopez,2022-08-04,Australia,F,1973,Bronze
C00187,avery.garcia187@example.com,Avery,Garcia,2022-12-02,India,Other,1994,Bronze
C00188,blake.lopez188@example.com,Blake,Lopez,2022-04-02,United States,Other,1987,Bronze
C00189,jordan.lee189@example.com,Jordan,Lee,2023-07-25,United States,Other,2002,Silver
C00190,casey.singh190@example.com,Casey,Singh,2024-02-20,United Kingdom,Other,1997,Platinum
C00191,chris.lopez191@example.com,Chris,Lopez,2023-07-11,India,Other,1979,Bronze
C00192,sam.chen192@example.com,Sam,Chen,2025-04-08,Australia,Other,1990,Gold
C00193,cameron.chen193@example.com,Cameron,Chen,2022-07-10,United States,M,1981,Bronze
C00194,morgan.martin194@example.com,Morgan,Martin,2023-02-26,Brazil,Other,1961,Bronze
C00195,sam.martin195@example.com,Sam,Martin,2022-05-13,India,F,1997,Silver
C00196,jordan.nguyen196@example.com,Jordan,Nguyen,2023-07-11,France,M,1985,Bronze
C00197,sam.garcia197@example.com,Sam,Garcia,2023-06-19,United States,M,1996,Silver
C00198,casey.smith198@example.com,Casey,Smith,2023-11-03,Canada,F,1997,Bronze
C00199,robin.lee199@example.com,Robin,Lee,2022-03-23,India,F,1990,Gold
C00200,avery.singh200@example.com,Avery,Singh,2025-07-05,United States,F,1968,Bronze
C00201,pat.lee201@example.com,Pat,Lee,2023-08-12,Canada,Other,1983,Bronze
C00202,jamie.brown202@example.com,Jamie,Brown,2022-10-22,Brazil,Other,1956,Bronze
C00203,pat.lee203@example.com,Pat,Lee,2025-06-01,Brazil,F,1967,Bronze
C00204,avery.khan204@example.com,Avery,Khan,2024-12-05,France,Other,1981,Silver
C00205,robin.nguyen205@example.com,Robin,Nguyen,2025-02-10,Canada,Other,1995,Silver
C00206,avery.singh206@example.com,Avery,Singh,2022-01-17,United Kingdom,Other,1994,Bronze
C00207,drew.wilson207@example.com,Drew,Wilson,2025-05-31,France,M,1988,Bronze
C00208,avery.johnson208@example.com,Avery,Johnson,2023-12-01,Canada,M,1978,Bronze
C00209,cameron.nguyen209@example.com,Cameron,Nguyen,2022-12-31,France,Other,1989,Bronze
C00210,taylor.garcia210@example.com,Taylor,Garcia,2024-10-04,India,F,1960,Bronze
C00211,chris.singh211@example.com,Chris,Singh,2023-04-12,United Kingdom,Other,1984,Gold
C00212,sam.smith212@example.com,Sam,Smith,2023-08-09,United States,M,1995,Silver
C00213,robin.lee213@example.com,Robin,Lee,2025-06-01,United Kingdom,F,1988,Silver
C00214,riley.lopez214@example.com,Riley,Lopez,2023-07-26,India,Other,1969,Bronze
C00215,sam.martin215@example.com,Sam,Martin,2025-05-30,India,Other,1991,Bronze
C00216,riley.lopez216@example.com,Riley,Lopez,2024-09-15,India,M,1976,Bronze
C00217,morgan.patel217@example.com,Morgan,Patel,2025-05-04,United States,M,1974,Bronze
C00218,drew.johnson218@example.com,Drew,Johnson,2023-04-29,Brazil,M,2004,Bronze
C00219,alex.lopez219@example.com,Alex,Lopez,2024-01-01,Germany,F,1971,Bronze
C00220,casey.singh220@example.com,Casey,Singh,2023-06-08,United States,Other,1976,Bronze
C00221,drew.martin221@example.com,Drew,Martin,2023-02-05,United States,M,1964,Gold
C00222,morgan.smith222@example.com,Morgan,Smith,2024-06-04,India,F,1955,Bronze
C00223,riley.garcia223@example.com,Riley,Garcia,2022-01-22,Canada,F,1980,Silver
C00224,chris.lee224@example.com,Chris,Lee,2025-02-17,India,M,1972,Gold
C00225,drew.patel225@example.com,Drew,Patel,2022-11-02,India,F,1968,Silver
C00226,sam.garcia226@example.com,Sam,Garcia,2023-12-05,Brazil,Other,2001,Bronze
C00227,morgan.khan227@example.com,Morgan,Khan,2022-10-12,United States,Other,1966,Gold
C00228,pat.brown228@example.com,Pat,Brown,2024-02-02,United Kingdom,Other,1989,Bronze
C00229,robin.lee229@example.com,Robin,Lee,2024-08-05,India,F,1966,Bronze
C00230,pat.singh230@example.com,Pat,Singh,2024-10-27,France,M,1983,Silver
C00231,taylor.lee231@example.com,Taylor,Lee,2024-06-25,United States,Other,1987,Bronze
C00232,jordan.kumar232@example.com,Jordan,Kumar,2024-05-28,Germany,Other,1969,Bronze
C00233,jamie.lopez233@example.com,Jamie,Lopez,2024-08-04,Germany,F,1965,Silver
C00234,robin.patel234@example.com,Robin,Patel,2023-07-24,Australia,F,1977,Platinum
C00235,avery.nguyen235@example.com,Avery,Nguyen,2024-01-08,United Kingdom,F,1983,Bronze
C00236,jamie.nguyen236@example.com,Jamie,Nguyen,2023-05-31,United Kingdom,M,1971,Bronze
C00237,pat.khan237@example.com,Pat,Khan,2025-01-27,United States,M,1967,Bronze
C00238,alex.martin238@example.com,Alex,Martin,2022-02-08,Brazil,M,1969,Bronze
C00239,riley.patel239@example.com,Riley,Patel,2024-06-05,India,Other,1983,Bronze
C00240,drew.singh240@example.com,Drew,Singh,2022-06-06,France,Other,1965,Bronze
C00241,robin.brown241@example.com,Robin,Brown,2024-06-02,United Kingdom,M,1986,Bronze
C00242,alex.lopez242@example.com,Alex,Lopez,2025-02-27,United States,F,2001,Gold
C00243,cameron.lee243@example.com,Cameron,Lee,2024-08-31,India,M,1974,Bronze
C00244,cameron.lopez244@example.com,Cameron,Lopez,2024-11-11,France,Other,1965,Bronze
C00245,jordan.martin245@example.com,Jordan,Martin,2024-04-28,India,F,1998,Bronze
C00246,drew.martin246@example.com,Drew,Martin,2024-09-15,Australia,Other,1975,Bronze
C00247,robin.martin247@example.com,Robin,Martin,2022-10-30,United States,Other,1970,Bronze
C00248,morgan.wilson248@example.com,Morgan,Wilson,2024-05-18,United Kingdom,Other,1974,Gold
C00249,avery.johnson249@example.com,Avery,Johnson,2025-07-04,United Kingdom,M,1992,Bronze
C00250,blake.martin250@example.com,Blake,Martin,2025-03-31,United Kingdom,Other,1989,Silver
C00251,morgan.johnson251@example.com,Morgan,Johnson,2024-10-05,Canada,F,1979,Gold
C00252,casey.garcia252@example.com,Casey,Garcia,2024-03-02,Australia,M,1966,Bronze
C00253,robin.singh253@example.com,Robin,Singh,2025-07-18,Brazil,Other,1998,Silver
C00254,blake.khan254@example.com,Blake,Khan,2022-07-27,United States,Other,1981,Silver
C00255,pat.smith255@example.com,Pat,Smith,2024-12-19,United Kingdom,M,2000,Bronze
C00256,pat.kumar256@example.com,Pat,Kumar,2024-09-11,India,M,1971,Bronze
C00257,jordan.lee257@example.com,Jordan,Lee,2025-08-25,United Kingdom,Other,1962,Silver
C00258,drew.khan258@example.com,Drew,Khan,2023-08-14,Brazil,M,1981,Gold
C00259,robin.martin259@example.com,Robin,Martin,2022-07-18,Brazil,Other,1957,Silver
C00260,morgan.johnson260@example.com,Morgan,Johnson,2022-12-15,United States,Other,1998,Silver
C00261,drew.johnson261@example.com,Drew,Johnson,2023-11-24,Germany,F,1978,Bronze
C00262,robin.singh262@example.com,Robin,Singh,2023-01-13,United States,F,1957,Bronze
C00263,drew.singh263@example.com,Drew,Singh,2024-07-04,Brazil,M,2000,Bronze
C00264,chris.kumar264@example.com,Chris,Kumar,2023-06-11,Brazil,M,1979,Gold
C00265,pat.nguyen265@example.com,Pat,Nguyen,2024-01-04,France,F,1968,Platinum
C00266,drew.wilson266@example.com,Drew,Wilson,2023-03-31,Brazil,F,1971,Bronze
C00267,jordan.chen267@example.com,Jordan,Chen,2025-06-13,United States,F,1974,Silver
C00268,alex.nguyen268@example.com,Alex,Nguyen,2023-06-05,India,M,1992,Bronze
C00269,cameron.chen269@example.com,Cameron,Chen,2024-10-13,India,M,1976,Bronze
C00270,drew.johnson270@example.com,Drew,Johnson,2024-10-10,United Kingdom,M,1956,Gold
C00271,avery.garcia271@example.com,Avery,Garcia,2023-08-07,United States,F,1965,Gold
C00272,blake.martin272@example.com,Blake,Martin,2024-12-23,France,F,1967,Bronze
C00273,casey.martin273@example.com,Casey,Martin,2023-12-22,United States,F,1962,Platinum
C00274,taylor.smith274@example.com,Taylor,Smith,2022-10-01,United Kingdom,Other,1984,Bronze
C00275,robin.martin275@example.com,Robin,Martin,2025-09-05,Brazil,F,1972,Bronze
C00276,blake.chen276@example.com,Blake,Chen,2023-08-30,India,Other,1992,Silver
C00277,jamie.lopez277@example.com,Jamie,Lopez,2022-01-11,Canada,M,1999,Gold
C00278,chris.brown278@example.com,Chris,Brown,2023-12-30,Brazil,Other,1987,Bronze
C00279,riley.khan279@example.com,Riley,Khan,2022-04-12,India,M,1995,Silver
C00280,chris.lee280@example.com,Chris,Lee,2024-02-18,United States,Other,1976,Bronze
C00281,jamie.lee281@example.com,Jamie,Lee,2025-01-16,United States,Other,1995,Gold
C00282,casey.smith282@example.com,Casey,Smith,2023-02-05,Australia,Other,1966,Bronze
C00283,jordan.wilson283@example.com,Jordan,Wilson,2024-06-07,India,M,2000,Silver
C00284,riley.garcia284@example.com,Riley,Garcia,2023-08-15,United States,Other,1976,Silver
C00285,pat.lee285@example.com,Pat,Lee,2022-04-02,France,Other,1974,Bronze
C00286,casey.smith286@example.com,Casey,Smith,2023-11-04,India,Other,1964,Bronze
C00287,morgan.martin287@example.com,Morgan,Martin,2024-07-24,United Kingdom,M,1986,Bronze
C00288,pat.brown288@example.com,Pat,Brown,2022-08-30,Germany,Other,1987,Silver
C00289,cameron.kumar289@example.com,Cameron,Kumar,2022-01-02,United Kingdom,Other,1987,Bronze
C00290,pat.chen290@example.com,Pat,Chen,2024-03-11,Australia,Other,1995,Silver
C00291,jamie.singh291@example.com,Jamie,Singh,2023-08-12,India,M,1980,Bronze
C00292,sam.singh292@example.com,Sam,Singh,2024-07-06,Brazil,F,1993,Bronze
C00293,taylor.smith293@example.com,Taylor,Smith,2022-07-13,Brazil,F,1992,Gold
C00294,blake.wilson294@example.com,Blake,Wilson,2024-05-20,India,Other,1980,Platinum
C00295,jamie.wilson295@example.com,Jamie,Wilson,2022-05-02,United States,F,2004,Silver
C00296,pat.chen296@example.com,Pat,Chen,2022-05-23,Brazil,F,1988,Gold
C00297,chris.lee297@example.com,Chris,Lee,2022-04-16,Brazil,F,1998,Bronze
C00298,cameron.lopez298@example.com,Cameron,Lopez,2025-08-21,France,M,1994,Bronze
C00299,jamie.singh299@example.com,Jamie,Singh,2022-11-13,India,Other,1957,Gold
C00300,chris.kumar300@example.com,Chris,Kumar,2023-09-27,United States,F,1960,Bronze
C00301,riley.chen301@example.com,Riley,Chen,2022-01-09,United States,M,1960,Bronze
C00302,sam.martin302@example.com,Sam,Martin,2025-01-01,Australia,Other,1993,Bronze
C00303,cameron.garcia303@example.com,Cameron,Garcia,2022-08-11,United States,F,1986,Bronze
C00304,alex.singh304@example.com,Alex,Singh,2023-07-07,Brazil,F,2004,Bronze
C00305,chris.nguyen305@example.com,Chris,Nguyen,2023-12-17,France,M,1962,Gold
C00306,robin.nguyen306@example.com,Robin,Nguyen,2025-09-03,India,Other,1974,Bronze
C00307,robin.johnson307@example.com,Robin,Johnson,2025-09-03,France,Other,2001,Bronze
